MODELYEAR,MAKE,MODEL,VEHICLECLASS,ENGINESIZE,CYLINDERS,TRANSMISSION,FUELTYPE,FUELCONSUMPTION_CITY,FUELCONSUMPTION_HWY,FUELCONSUMPTION_COMB,FUELCONSUMPTION_COMB_MPG,CO2EMISSIONS
2014,HYUNDAI,ACCENT,COMPACT,1.6,4,M6,X,8.7,6.4,7.7,37,177
2014,HYUNDAI,ELANTRA_GT,MID_SIZE,2,4,A6,X,9.8,7.2,8.6,33,198
2014,HYUNDAI,ELANTRA_GT,MID_SIZE,2,4,M6,X,9.8,7,8.5,33,196
2014,HYUNDAI,EQUUS,FULL_SIZE,5,8,A8,Z,15.7,10.2,13.2,21,304
2014,HYUNDAI,GENESIS,FULL_SIZE,3.8,6,A8,X,13,8.7,11.1,25,255
2014,HYUNDAI,SANTA_FE,SUV_SMALL,3.3,6,A6,X,13,9.1,11.2,25,258
2014,HYUNDAI,SANTA_FE_4WD,SUV_SMALL,3.3,6,A6,X,13.3,9.5,11.6,24,267
2014,HYUNDAI,SANTA_FE_SPORT,SUV_SMALL,2.4,4,A6,X,11.6,8.7,10.3,27,237
2014,HYUNDAI,SANTA_FE_SPORT_4WD,SUV_SMALL,2,4,A6,X,12.9,9.7,11.5,25,264
2014,HYUNDAI,SANTA_FE_SPORT_4WD,SUV_SMALL,2.4,4,A6,X,12.5,9.4,11.1,25,255
2014,HYUNDAI,SONATA,FULL_SIZE,2,4,A6,X,11.4,7.5,9.6,29,221
2014,HYUNDAI,SONATA,FULL_SIZE,2.4,4,A6,X,9.8,7,8.5,33,196
2014,HYUNDAI,SONATA_HYBRID,MID_SIZE,2.4,4,AS6,X,6.5,5.9,6.2,46,143
2014,HYUNDAI,SONATA_HYBRID_LIMITED,MID_SIZE,2.4,4,AS6,X,6.6,5.9,6.3,45,145
2014,HYUNDAI,TUCSON,SUV_SMALL,2,4,A6,X,10.2,8.2,9.3,30,214
2014,HYUNDAI,TUCSON,SUV_SMALL,2,4,M6,X,11.4,8.6,10.1,28,232
2014,HYUNDAI,TUCSON,SUV_SMALL,2.4,4,A6,X,11.3,8.3,10,28,230
2014,HYUNDAI,TUCSON_4WD,SUV_SMALL,2,4,A6,X,11.4,9.3,10.5,27,242
2014,HYUNDAI,TUCSON_4WD,SUV_SMALL,2.4,4,A6,X,11.6,9.3,10.6,27,244
2014,HYUNDAI,VELOSTER,COMPACT,1.6,4,AM6,X,8.6,6.6,7.7,37,177
2014,HYUNDAI,VELOSTER,COMPACT,1.6,4,M6,X,9.1,6.7,8,35,184
2014,HYUNDAI,VELOSTER_TURBO,COMPACT,1.6,4,A6,X,9.9,7.5,8.8,32,202
2014,HYUNDAI,VELOSTER_TURBO,COMPACT,1.6,4,M6,X,9.7,7.1,8.5,33,196
2014,INFINITI,Q50,MID_SIZE,3.7,6,AS7,Z,12,8,10.2,28,235
2014,INFINITI,Q50_AWD,MID_SIZE,3.7,6,AS7,Z,12.6,8.7,10.8,26,248
2014,INFINITI,Q50_HYBRID,COMPACT,3.5,6,AS7,Z,8.2,6.7,7.5,38,172
2014,INFINITI,Q50_HYBRID_AWD,COMPACT,3.5,6,AS7,Z,8.7,7.5,8.2,34,189
2014,INFINITI,Q60_AWD_COUPE,SUBCOMPACT,3.7,6,AS7,Z,13.3,9.4,11.5,25,265
2014,INFINITI,Q60_CONVERTIBLE,SUBCOMPACT,3.7,6,AS7,Z,13.6,9.3,11.7,24,269
2014,INFINITI,Q60_CONVERTIBLE,SUBCOMPACT,3.7,6,M6,Z,14.3,9.8,12.3,23,283
2014,INFINITI,Q60_COUPE,SUBCOMPACT,3.7,6,AS7,Z,12.9,8.9,11.1,25,255
2014,INFINITI,Q60_COUPE,SUBCOMPACT,3.7,6,M6,Z,13.5,9.3,11.6,24,267
2014,INFINITI,Q70,MID_SIZE,3.7,6,AS7,Z,12.8,8.9,11,26,253
2014,INFINITI,Q70,MID_SIZE,5.6,8,AS7,Z,14.5,9.5,12.3,23,283
2014,INFINITI,Q70_AWD,MID_SIZE,3.7,6,AS7,Z,13.2,9.6,11.6,24,267
2014,INFINITI,Q70_AWD,MID_SIZE,5.6,8,AS7,Z,15,10.2,12.8,22,294
2014,INFINITI,Q70_HYBRID,MID_SIZE,3.5,6,AS7,Z,8,7,7.6,37,175
2014,INFINITI,QX50_AWD,STATION_WAGON_SMALL,3.7,6,AS7,Z,13.6,9.6,11.8,24,271
2014,INFINITI,QX60,SUV_SMALL,3.5,6,AV,Z,11.9,9,10.6,27,244
2014,INFINITI,QX60_AWD,SUV_SMALL,3.5,6,AV,Z,12.3,9.3,11,26,253
2014,INFINITI,QX60_HYBRID_AWD,SUV_STANDARD,2.5,4,AV,X,8.8,8.2,8.5,33,196
2014,INFINITI,QX70_AWD,SUV_SMALL,3.7,6,AS7,Z,14.5,10.7,12.8,22,294
2014,INFINITI,QX70_AWD,SUV_SMALL,5,8,AS7,Z,16.6,11.9,14.5,19,334
2014,INFINITI,QX80_4WD,SUV_STANDARD,5.6,8,AS7,Z,17.4,12.1,15,19,345
2014,JAGUAR,F_TYPE_CONVERTIBLE,TWO_SEATER,3,6,AS8,Z,11.8,8.4,10.3,27,237
2014,JAGUAR,F_TYPE_S_CONVERTIBLE,TWO_SEATER,3,6,AS8,Z,12.2,8.7,10.6,27,244
2014,JAGUAR,F_TYPE_V8_S_CONVERTIBLE,TWO_SEATER,5,8,AS8,Z,15,10.2,12.8,22,294
2014,JAGUAR,XF,MID_SIZE,2,4,AS8,Z,12.3,8.2,10.5,27,242
2014,JAGUAR,XF_3.0L_AWD,MID_SIZE,3,6,AS8,Z,14.7,9.1,12.2,23,281
2014,JAGUAR,XFR,MID_SIZE,5,8,AS8,Z,15.7,10.3,13.3,21,306
2014,JAGUAR,XFR,MID_SIZE,5,8,AS8,E,21.3,14.1,18.1,16,290
2014,JAGUAR,XFR_S,MID_SIZE,5,8,AS8,Z,15.7,10.3,13.3,21,306
2014,JAGUAR,XJ_AWD,FULL_SIZE,3,6,AS8,Z,14.6,9.6,12.4,23,285
2014,JAGUAR,XJ_SUPERCHARGED,FULL_SIZE,5,8,AS8,Z,15.8,10.2,13.3,21,306
2014,JAGUAR,XJ_SUPERCHARGED,FULL_SIZE,5,8,AS8,E,20.6,13.6,17.5,16,280
2014,JAGUAR,XJL_AWD_PORTFOLIO,FULL_SIZE,3,6,AS8,Z,14.7,9.6,12.4,23,285
2014,JAGUAR,XJL_SUPERCHARGED,FULL_SIZE,5,8,AS8,Z,15.8,10.2,13.3,21,306
2014,JAGUAR,XJL_SUPERCHARGED,FULL_SIZE,5,8,AS8,E,20.6,13.6,17.5,16,280
2014,JAGUAR,XJR,FULL_SIZE,5,8,AS8,Z,15.8,10.2,13.3,21,306
2014,JAGUAR,XJR_LWB,FULL_SIZE,5,8,AS8,Z,15.8,10.2,13.3,21,306
2014,JAGUAR,XK_CONVERTIBLE,MINICOMPACT,5,8,AS6,Z,15.1,10.6,13.1,22,301
2014,JAGUAR,XK_COUPE,MINICOMPACT,5,8,AS6,Z,14.8,9.9,12.6,22,290
2014,JAGUAR,XKR_CONVERTIBLE,MINICOMPACT,5,8,AS6,Z,15.9,10.9,13.7,21,315
2014,JAGUAR,XKR_COUPE,MINICOMPACT,5,8,AS6,Z,15.6,10.9,13.5,21,310
2014,JAGUAR,XKR_S_CONVERTIBLE,MINICOMPACT,5,8,AS6,Z,15.9,10.9,13.7,21,315
2014,JAGUAR,XKR_S_COUPE,MINICOMPACT,5,8,AS6,Z,15.6,10.9,13.5,21,310
2014,JEEP,CHEROKEE,SUV_SMALL,2.4,4,A9,X,10.9,7.7,9.5,30,218
2014,JEEP,CHEROKEE,SUV_SMALL,3.2,6,A9,X,12.3,8.3,10.5,27,242
2014,JEEP,CHEROKEE_4X4,SUV_SMALL,2.4,4,A9,X,11.3,8.3,10,28,230
2014,JEEP,CHEROKEE_4X4,SUV_SMALL,3.2,6,A9,X,12.5,8.8,10.8,26,248
2014,JEEP,CHEROKEE_4X4_Active_Drive_II,SUV_SMALL,2.4,4,A9,X,11.4,8.6,10.1,28,232
2014,JEEP,CHEROKEE_4X4_Active_Drive_II,SUV_SMALL,3.2,6,A9,X,12.5,9.1,11,26,253
2014,JEEP,CHEROKEE_TRAILHAWK_4X4,SUV_SMALL,2.4,4,A9,X,12.1,9.4,10.9,26,251
2014,JEEP,CHEROKEE_TRAILHAWK_4X4,SUV_SMALL,3.2,6,A9,X,13.4,9.5,11.6,24,267
2014,JEEP,COMPASS,SUV_SMALL,2,4,A6,X,11.1,8.3,9.8,29,225
2014,JEEP,COMPASS,SUV_SMALL,2,4,M5,X,10.2,7.8,9.1,31,209
2014,JEEP,COMPASS,SUV_SMALL,2.4,4,A6,X,11.1,8.3,9.8,29,225
2014,JEEP,COMPASS,SUV_SMALL,2.4,4,M5,X,10.3,8.3,9.4,30,216
2014,JEEP,COMPASS_4X4,SUV_SMALL,2.4,4,A6,X,11.4,8.7,10.2,28,235
2014,JEEP,COMPASS_4X4,SUV_SMALL,2.4,4,M5,X,10.3,8.4,9.4,30,216
2014,JEEP,COMPASS_4X4_TRAIL_RATED,SUV_SMALL,2.4,4,AV,X,11.7,10.3,11.1,25,255
2014,JEEP,GRAND_CHEROKEE_4X4_(MDS),SUV_STANDARD,5.7,8,A8,X,17.3,11.7,14.8,19,340
2014,JEEP,GRAND_CHEROKEE_4X4_DIESEL,SUV_STANDARD,3,6,A8,D,11.2,8.4,9.9,29,267
2014,JEEP,GRAND_CHEROKEE_4X4_FFV,SUV_STANDARD,3.6,6,A8,X,13.9,9.8,12.1,23,278
2014,JEEP,GRAND_CHEROKEE_4X4_FFV,SUV_STANDARD,3.6,6,A8,E,17.7,13,15.6,18,250
2014,JEEP,GRAND_CHEROKEE_4X4_SRT_(MDS),SUV_STANDARD,6.4,8,A8,Z,18.5,12.6,15.8,18,363
2014,JEEP,PATRIOT,SUV_SMALL,2,4,A6,X,11.1,8.3,9.8,29,225
2014,JEEP,PATRIOT,SUV_SMALL,2,4,M5,X,10.2,7.8,9.1,31,209
2014,JEEP,PATRIOT,SUV_SMALL,2.4,4,A6,X,11.1,8.3,9.8,29,225
2014,JEEP,PATRIOT,SUV_SMALL,2.4,4,M5,X,10.3,8.3,9.4,30,216
2014,JEEP,PATRIOT_4X4,SUV_SMALL,2.4,4,A6,X,11.4,8.7,10.2,28,235
2014,JEEP,PATRIOT_4X4,SUV_SMALL,2.4,4,M5,X,10.3,8.4,9.4,30,216
2014,JEEP,PATRIOT_4X4_TRAIL_RATED,SUV_SMALL,2.4,4,AV,X,11.7,10.3,11.1,25,255
2014,JEEP,WRANGLER_4X4_(2_DOOR),SUV_SMALL,3.6,6,A5,X,14.1,11.1,12.8,22,294
2014,JEEP,WRANGLER_4X4_(2_DOOR),SUV_SMALL,3.6,6,M6,X,14.2,11,12.8,22,294
2014,JEEP,WRANGLER_UNLIMITED_4X4_(4_DOOR),SUV_SMALL,3.6,6,A5,X,14.8,11.7,13.4,21,308
2014,JEEP,WRANGLER_UNLIMITED_4X4_(4_DOOR),SUV_SMALL,3.6,6,M6,X,15,11.4,13.4,21,308
2014,KIA,CADENZA,FULL_SIZE,3.3,6,A6,X,12.7,8.8,10.9,26,251
2014,KIA,FORTE,MID_SIZE,1.8,4,A6,X,9.6,6.6,8.3,34,191
2014,KIA,FORTE,MID_SIZE,1.8,4,M6,X,9.3,6.4,8,35,184
2014,KIA,FORTE,MID_SIZE,2,4,A6,X,9.8,6.6,8.4,34,193
2014,KIA,FORTE,MID_SIZE,2,4,M6,X,9.7,6.8,8.4,34,193
2014,KIA,FORTE_5,FULL_SIZE,1.6,4,A6,X,11.1,8,9.7,29,223
2014,KIA,FORTE_5,FULL_SIZE,1.6,4,M6,X,11.1,8.2,9.8,29,225
2014,KIA,FORTE_5,FULL_SIZE,2,4,A6,X,9.7,6.8,8.4,34,193
2014,KIA,FORTE_5,FULL_SIZE,2,4,M6,X,9.8,7,8.5,33,196
2014,KIA,FORTE_KOUP,COMPACT,1.6,4,A6,X,10.6,7.9,9.4,30,216
2014,KIA,FORTE_KOUP,COMPACT,1.6,4,M6,X,10.8,8.1,9.6,29,221
2014,KIA,FORTE_KOUP,COMPACT,2,4,A6,X,9.6,7,8.4,34,193
2014,KIA,FORTE_KOUP,COMPACT,2,4,M6,X,9.8,7.2,8.6,33,198
2014,KIA,OPTIMA,MID_SIZE,2,4,A6,X,11.7,7.6,9.9,29,228
2014,KIA,OPTIMA,MID_SIZE,2.4,4,A6,X,10.2,6.8,8.7,32,200
2014,KIA,RIO,COMPACT,1.6,4,A6,X,8.7,6.3,7.6,37,175
2014,KIA,RIO,COMPACT,1.6,4,M6,X,8.7,6.4,7.7,37,177
2014,KIA,RIO_ECO,COMPACT,1.6,4,A6,X,8.5,6.4,7.6,37,175
2014,KIA,RONDO,STATION_WAGON_MID_SIZE,2,4,A6,X,10.5,7.5,9.2,31,212
2014,KIA,RONDO,STATION_WAGON_MID_SIZE,2,4,M6,X,10.8,7.4,9.3,30,214
2014,KIA,SEDONA,MINIVAN,3.5,6,A6,X,13.7,9.9,12,24,276
2014,KIA,SORENTO,SUV_SMALL,2.4,4,A6,X,11.8,8.5,10.3,27,237
2014,KIA,SORENTO,SUV_SMALL,3.3,6,A6,X,12.9,9.5,11.4,25,262
2014,KIA,SORENTO_4WD,SUV_SMALL,2.4,4,A6,X,12.3,9.3,11,26,253
2014,KIA,SORENTO_4WD,SUV_SMALL,3.3,6,A6,X,13.4,9.9,11.8,24,271
2014,KIA,SOUL,STATION_WAGON_SMALL,1.6,4,A6,X,9.8,7.9,8.9,32,205
2014,KIA,SOUL,STATION_WAGON_SMALL,1.6,4,M6,X,9.9,7.8,9,31,207
2014,KIA,SOUL,STATION_WAGON_SMALL,2,4,A6,X,10.1,7.8,9.1,31,209
2014,KIA,SOUL_ECO_Dynamics,STATION_WAGON_SMALL,2,4,A6,X,9.7,7.8,8.8,32,202
2014,KIA,SPORTAGE,SUV_SMALL,2.4,4,A6,X,11.4,8.3,10,28,230
2014,KIA,SPORTAGE,SUV_SMALL,2.4,4,M6,X,12.9,9.3,11.3,25,260
2014,KIA,SPORTAGE_AWD,SUV_SMALL,2,4,A6,X,12.7,9.7,11.4,25,262
2014,KIA,SPORTAGE_AWD,SUV_SMALL,2.4,4,A6,X,12,9.1,10.7,26,246
2014,LAMBORGHINI,AVENTADOR_COUPE,TWO_SEATER,6.5,12,A7,Z,22.8,12.9,18.3,15,421
2014,LAMBORGHINI,GALLARDO_COUPE,TWO_SEATER,5.2,10,A6,Z,18,12.8,15.7,18,361
2014,LAMBORGHINI,GALLARDO_COUPE,TWO_SEATER,5.2,10,M6,Z,20.6,13.5,17.4,16,400
2014,LAND_ROVER,LR2,SUV_SMALL,2,4,AS6,Z,13.5,9.9,11.9,24,274
2014,LAND_ROVER,LR4,SUV_STANDARD,3,6,AS8,Z,16.3,12.4,14.5,19,334
2014,LAND_ROVER,RANGE_ROVER_EVOQUE,SUV_SMALL,2,4,AS9,Z,11.3,7.9,9.8,29,225
2014,LAND_ROVER,RANGE_ROVER_EVOQUE_COUPE,SUV_SMALL,2,4,AS9,Z,11.3,7.9,9.8,29,225
2014,LAND_ROVER,RANGE_ROVER_LWB_V8_5.0_SC,SUV_STANDARD,5,8,AS8,Z,18,12.2,15.4,18,354
2014,LAND_ROVER,RANGE_ROVER_LWB_V8_5.0_SC_FFV,SUV_STANDARD,5,8,AS8,Z,17.2,12.5,15.1,19,347
2014,LAND_ROVER,RANGE_ROVER_LWB_V8_5.0_SC_FFV,SUV_STANDARD,5,8,AS8,E,25,16.9,21.4,13,342
2014,LAND_ROVER,RANGE_ROVER_SPORT_V6_3.0_SC,SUV_STANDARD,3,6,AS8,Z,14.2,10.2,12.4,23,285
2014,LAND_ROVER,RANGE_ROVER_SPORT_V6_3.0_SC_FFV,SUV_STANDARD,3,6,AS8,Z,14.2,10.2,12.4,23,285
2014,LAND_ROVER,RANGE_ROVER_SPORT_V6_3.0_SC_FFV,SUV_STANDARD,3,6,AS8,E,19.4,14.9,17.4,16,278
2014,LAND_ROVER,RANGE_ROVER_SPORT_V8_5.0_SC,SUV_STANDARD,5,8,AS8,Z,17.3,12.2,15,19,345
2014,LAND_ROVER,RANGE_ROVER_SPORT_V8_5.0_SC_FFV,SUV_STANDARD,5,8,AS8,Z,16.6,12.3,14.7,19,338
2014,LAND_ROVER,RANGE_ROVER_SPORT_V8_5.0_SC_FFV,SUV_STANDARD,5,8,AS8,E,24,16.6,20.7,14,331
2014,LAND_ROVER,RANGE_ROVER_V6_3.0_SC,SUV_STANDARD,3,6,AS8,Z,14.1,10.1,12.3,23,283
2014,LAND_ROVER,RANGE_ROVER_V6_3.0_SC_FFV,SUV_STANDARD,3,6,AS8,Z,14.1,10.1,12.3,23,283
2014,LAND_ROVER,RANGE_ROVER_V6_3.0_SC_FFV,SUV_STANDARD,3,6,AS8,E,19.4,14.8,17.3,16,277
2014,LAND_ROVER,RANGE_ROVER_V8_5.0_SC,SUV_STANDARD,5,8,AS8,Z,18,12.2,15.4,18,354
2014,LAND_ROVER,RANGE_ROVER_V8_5.0_SC_FFV,SUV_STANDARD,5,8,AS8,Z,17.2,12.5,15.1,19,347
2014,LAND_ROVER,RANGE_ROVER_V8_5.0_SC_FFV,SUV_STANDARD,5,8,AS8,E,25,16.9,21.4,13,342
2014,LEXUS,CT_200h,COMPACT,1.8,4,AV,X,5.5,5.8,5.6,50,129
2014,LEXUS,ES_300h,MID_SIZE,2.5,4,AV6,X,5.8,6.2,6,47,138
2014,LEXUS,ES_350,MID_SIZE,3.5,6,AS6,X,11.3,7.6,9.6,29,221
2014,LEXUS,GS_350,MID_SIZE,3.5,6,AS8,Z,12.1,8.3,10.4,27,239
2014,LEXUS,GS_350_AWD,MID_SIZE,3.5,6,AS6,Z,12.5,9.1,11,26,253
2014,LEXUS,GS_450h,MID_SIZE,3.5,6,AV8,Z,7.7,7.4,7.6,37,175
2014,LEXUS,GX_460,SUV_STANDARD,4.6,8,AS6,Z,15.7,11.8,13.9,20,320
2014,LEXUS,IS_250,COMPACT,2.5,6,AS6,Z,11.2,7.8,9.7,29,223
2014,LEXUS,IS_250_AWD,COMPACT,2.5,6,AS6,Z,11.8,8.7,10.4,27,239
2014,LEXUS,IS_250_C,SUBCOMPACT,2.5,6,AS6,Z,11.2,7.8,9.7,29,223
2014,LEXUS,IS_350,COMPACT,3.5,6,AS8,Z,12.2,8.7,10.6,27,244
2014,LEXUS,IS_350_AWD,COMPACT,3.5,6,AS6,Z,12.5,9.1,11,26,253
2014,LEXUS,IS_350_C,SUBCOMPACT,3.5,6,AS6,Z,12.1,8.7,10.6,27,244
2014,LEXUS,IS_F,SUBCOMPACT,5,8,AS8,Z,14.6,10.1,12.6,22,290
2014,LEXUS,LS_460,MID_SIZE,4.6,8,AS8,Z,14.5,9.6,12.3,23,283
2014,LEXUS,LS_460_AWD,MID_SIZE,4.6,8,AS8,Z,15.1,10.3,12.9,22,297
2014,LEXUS,LS_460_L_AWD,MID_SIZE,4.6,8,AS8,Z,15.1,10.3,12.9,22,297
2014,LEXUS,LS_600h_L,MID_SIZE,5,8,AV8,Z,12,10.7,11.4,25,262
2014,LEXUS,LX_570,SUV_STANDARD,5.7,8,AS6,Z,18.8,13.6,16.5,17,380
2014,LEXUS,RX_350_AWD,SUV_SMALL,3.5,6,AS6,X,13.3,9.8,11.7,24,269
2014,LEXUS,RX_350_AWD,SUV_SMALL,3.5,6,AS8,X,12.7,9.1,11.1,25,255
2014,LEXUS,RX_450h_AWD,SUV_SMALL,3.5,6,AV6,Z,7.9,8.6,8.2,34,189
2014,LINCOLN,MKS_AWD,FULL_SIZE,3.5,6,AS6,X,13.7,9.4,11.8,24,271
2014,LINCOLN,MKS_AWD,FULL_SIZE,3.7,6,AS6,X,13.1,9,11.3,25,260
2014,LINCOLN,MKT_AWD,SUV_STANDARD,3.5,6,AS6,X,14.8,10.4,12.8,22,294
2014,LINCOLN,MKT_LIVERY,SPECIAL_PURPOSE_VEHICLE,2,4,AS6,X,11.5,8.5,10.2,28,235
2014,LINCOLN,MKT_LIVERY_AWD,SPECIAL_PURPOSE_VEHICLE,3.7,6,A6,X,14,9.9,12.2,23,281
2014,LINCOLN,MKX_AWD,SUV_SMALL,3.7,6,AS6,X,13.7,10.4,12.2,23,281
2014,LINCOLN,MKZ,MID_SIZE,2,4,AS6,X,10.5,7.1,9,31,207
2014,LINCOLN,MKZ_AWD,MID_SIZE,3.7,6,AS6,X,13.1,9.3,11.4,25,262
2014,LINCOLN,MKZ_HYBRID,MID_SIZE,2,4,AV,X,6.2,6.4,6.3,45,145
2014,LINCOLN,NAVIGATOR_4X4_FFV,SUV_STANDARD,5.4,8,A6,X,18.2,13.3,16,18,368
2014,LINCOLN,NAVIGATOR_4X4_FFV,SUV_STANDARD,5.4,8,A6,E,24.5,18,21.6,13,346
2014,MASERATI,GHIBLI,MID_SIZE,3,6,AS8,Z,15.2,9.6,12.7,22,292
2014,MASERATI,GHIBLI_AWD,MID_SIZE,3,6,AS8,Z,15.2,9.6,12.7,22,292
2014,MASERATI,GRANTURISMO,SUBCOMPACT,4.7,8,AS6,Z,18.2,11.4,15.1,19,347
2014,MASERATI,GRANTURISMO_CONVERTIBLE,SUBCOMPACT,4.7,8,AS6,Z,18.2,11.7,15.3,18,352
2014,MASERATI,QUATTROPORTE_GTS,FULL_SIZE,3.8,8,AS8,Z,17.6,10.7,14.5,19,334
2014,MASERATI,QUATTROPORTE_SQ4,FULL_SIZE,3,6,AS8,Z,15.9,9.7,13.1,22,301
2014,MAZDA,CX_5,SUV_SMALL,2,4,AS6,X,8.9,7.3,8.2,34,189
2014,MAZDA,CX_5,SUV_SMALL,2,4,M6,X,9,6.8,8,35,184
2014,MAZDA,CX_5,SUV_SMALL,2.5,4,AS6,X,9.6,7.4,8.6,33,198
2014,MAZDA,CX_5_4WD,SUV_SMALL,2,4,AS6,X,9.3,7.6,8.5,33,196
2014,MAZDA,CX_5_4WD,SUV_SMALL,2.5,4,AS6,X,9.8,7.9,8.9,32,205
2014,MAZDA,CX_9,SUV_SMALL,3.7,6,AS6,X,14.2,10,12.3,23,283
2014,MAZDA,CX_9_4WD,SUV_SMALL,3.7,6,AS6,X,14.3,10.6,12.6,22,290
2014,MAZDA,MAZDA2,COMPACT,1.5,4,A4,X,8.4,6.9,7.7,37,177
2014,MAZDA,MAZDA2,COMPACT,1.5,4,M5,X,8,6.7,7.4,38,170
2014,MAZDA,MAZDA3_4_DOOR,COMPACT,2,4,AS6,X,7.9,5.7,6.9,41,159
2014,MAZDA,MAZDA3_4_DOOR,COMPACT,2,4,M6,X,8,5.8,7,40,161
2014,MAZDA,MAZDA3_4_DOOR,COMPACT,2.5,4,AS6,X,8.4,6.1,7.4,38,170
2014,MAZDA,MAZDA3_4_DOOR_(i_ELOOP),COMPACT,2.5,4,AS6,X,8.3,6.1,7.3,39,168
2014,MAZDA,MAZDA3_4_DOOR_(SIL),COMPACT,2,4,M6,X,8,5.8,7,40,161
2014,MAZDA,MAZDA3_5_DOOR,MID_SIZE,2,4,AS6,X,8,5.9,7.1,40,163
2014,MAZDA,MAZDA3_5_DOOR,MID_SIZE,2,4,M6,X,8.2,5.9,7.2,39,166
2014,MAZDA,MAZDA3_5_DOOR,MID_SIZE,2.5,4,AS6,X,8.7,6.5,7.7,37,177
2014,MAZDA,MAZDA3_5_DOOR_(i_ELOOP),MID_SIZE,2.5,4,AS6,X,8.2,6.1,7.3,39,168
2014,MAZDA,MAZDA3_5_DOOR_(SIL),MID_SIZE,2,4,M6,X,8.2,5.9,7.2,39,166
2014,MAZDA,MAZDA5,MINIVAN,2.5,4,AS5,X,10.8,8.4,9.7,29,223
2014,MAZDA,MAZDA5,MINIVAN,2.5,4,M6,X,11.1,8.3,9.8,29,225
2014,MAZDA,MAZDA6,MID_SIZE,2.5,4,AS6,X,8.8,6.2,7.6,37,175
2014,MAZDA,MAZDA6,MID_SIZE,2.5,4,M6,X,9.4,6.4,8.1,35,186
2014,MAZDA,MAZDA6_(i_ELOOP),MID_SIZE,2.5,4,AS6,X,8.4,5.9,7.3,39,168
2014,MAZDA,MX_5,TWO_SEATER,2,4,AS6,Z,11.5,8.5,10.2,28,235
2014,MAZDA,MX_5,TWO_SEATER,2,4,M5,Z,10.5,8.5,9.6,29,221
2014,MAZDA,MX_5,TWO_SEATER,2,4,M6,Z,11.1,8.4,9.9,29,228
2014,MERCEDES_BENZ,B_250,STATION_WAGON_SMALL,2,4,AS7,Z,9.2,6.6,8,35,184
2014,MERCEDES_BENZ,C_250,COMPACT,1.8,4,AS7,Z,10.9,7.5,9.4,30,216
2014,MERCEDES_BENZ,C_250_COUPE,SUBCOMPACT,1.8,4,AS7,Z,11,7.4,9.4,30,216
2014,MERCEDES_BENZ,C_300_4MATIC_FFV,COMPACT,3.5,6,AS7,Z,12.2,8.5,10.5,27,242
2014,MERCEDES_BENZ,C_300_4MATIC_FFV,COMPACT,3.5,6,AS7,E,16.4,11.1,14,20,224
2014,MERCEDES_BENZ,C_350,COMPACT,3.5,6,AS7,Z,12,8.6,10.5,27,242
2014,MERCEDES_BENZ,C_350_4MATIC,COMPACT,3.5,6,AS7,Z,11.9,8.6,10.4,27,239
2014,MERCEDES_BENZ,C_350_4MATIC_COUPE,SUBCOMPACT,3.5,6,AS7,Z,12.1,8.7,10.6,27,244
2014,MERCEDES_BENZ,C_350_COUPE,SUBCOMPACT,3.5,6,AS7,Z,12.1,8.6,10.5,27,242
2014,MERCEDES_BENZ,C_63_AMG,COMPACT,6.2,8,AS7,Z,17.7,11.9,15.1,19,347
2014,MERCEDES_BENZ,C_63_AMG_COUPE,SUBCOMPACT,6.2,8,AS7,Z,17.9,12.2,15.3,18,352
2014,MERCEDES_BENZ,CL_550_4MATIC,COMPACT,4.7,8,AS7,Z,15.4,10.4,13.2,21,304
2014,MERCEDES_BENZ,CL_63_AMG,COMPACT,5.5,8,AS7,Z,15.4,11,13.4,21,308
2014,MERCEDES_BENZ,CLA_250,COMPACT,2,4,AS7,Z,9.1,6.2,7.8,36,179
2014,MERCEDES_BENZ,CLA_45_AMG_4MATIC,COMPACT,2,4,AS7,Z,10.3,7.8,9.2,31,212
2014,MERCEDES_BENZ,CLS_550_4MATIC,COMPACT,4.7,8,AS7,Z,13.3,9.4,11.5,25,264
2014,MERCEDES_BENZ,CLS_63_AMG_4MATIC,COMPACT,5.5,8,AS7,Z,15.1,10.7,13.1,22,301
2014,MERCEDES_BENZ,CLS_63_AMG_S_4MATIC,COMPACT,5.5,8,AS7,Z,15.1,10.7,13.1,22,301
2014,MERCEDES_BENZ,E_250_BLUETEC_4MATIC,MID_SIZE,2.1,4,AS7,D,8.5,5.7,7.2,39,194
2014,MERCEDES_BENZ,E_300_4MATIC,MID_SIZE,3.5,6,AS7,Z,11.8,8.2,10.2,28,235
2014,MERCEDES_BENZ,E_350_4MATIC,MID_SIZE,3.5,6,AS7,Z,11.6,8.1,10,28,230
2014,MERCEDES_BENZ,E_350_4MATIC_COUPE,SUBCOMPACT,3.5,6,AS7,Z,11.9,8.5,10.4,27,239
2014,MERCEDES_BENZ,E_350_4MATIC_WAGON,STATION_WAGON_MID_SIZE,3.5,6,AS7,Z,12.1,8.6,10.5,27,242
2014,MERCEDES_BENZ,E_350_CABRIOLET,SUBCOMPACT,3.5,6,AS7,Z,12,8.5,10.4,27,239
2014,MERCEDES_BENZ,E_350_COUPE,SUBCOMPACT,3.5,6,AS7,Z,11.9,8.2,10.2,28,235
2014,MERCEDES_BENZ,E_400_HYBRID,MID_SIZE,3.5,6,AS7,Z,9.6,7.9,8.8,32,202
